"Campaign_ID","Company","Campaign_Type","Target_Audience","Duration","Channel_Used","Conversion_Rate","Acquisition_Cost","ROI","Location","Language","Clicks","Impressions","Engagement_Score","Customer_Segment","Date"
546,TechCorp,Email,Men 18-24,"15 days",YouTube,0.13,"$14,184.00",2.02,New York,Mandarin,761,3562,4,Health & Wellness,2021-06-30
547,NexGen Systems,Influencer,Men 18-24,"60 days",Google Ads,0.07,"$10,088.00",5.79,New York,Mandarin,921,9943,10,Fashionistas,2021-07-01
548,NexGen Systems,Search,All Ages,"15 days",Instagram,0.14,"$6,341.00",7.89,New York,French,457,2621,3,Foodies,2021-07-02
549,TechCorp,Influencer,Women 35-44,"30 days",Email,0.11,"$16,691.00",6.12,Miami,English,430,5430,7,Tech Enthusiasts,2021-07-03
550,NexGen Systems,Email,Women 35-44,"15 days",Website,0.05,"$5,279.00",7.26,Los Angeles,English,973,1947,2,Outdoor Adventurers,2021-07-04
551,NexGen Systems,Email,Women 25-34,"30 days",Website,0.14,"$13,778.00",3.57,Houston,Mandarin,129,2538,4,Tech Enthusiasts,2021-07-05
552,Alpha Innovations,Influencer,Men 25-34,"60 days",Email,0.1,"$16,094.00",5.65,Chicago,Spanish,698,2868,3,Fashionistas,2021-07-06
553,Innovate Industries,Email,Women 25-34,"30 days",Email,0.04,"$16,512.00",2.81,Chicago,English,588,4161,10,Fashionistas,2021-07-07
554,Alpha Innovations,Email,Men 18-24,"30 days",Google Ads,0.05,"$7,247.00",7.85,Chicago,German,141,6235,4,Fashionistas,2021-07-08
555,NexGen Systems,Influencer,All Ages,"15 days",Email,0.02,"$5,244.00",5.29,Chicago,German,416,3785,9,Tech Enthusiasts,2021-07-09
556,Innovate Industries,Email,Women 35-44,"30 days",Facebook,0.15,"$14,082.00",7.44,Miami,Spanish,655,9066,2,Outdoor Adventurers,2021-07-10
557,TechCorp,Social Media,Men 18-24,"60 days",Email,0.11,"$17,786.00",5.89,Los Angeles,English,557,9866,5,Foodies,2021-07-11
558,Innovate Industries,Influencer,Men 18-24,"15 days",Facebook,0.08,"$19,714.00",3.57,Miami,Spanish,411,2211,3,Foodies,2021-07-12
559,Innovate Industries,Display,Men 25-34,"60 days",Instagram,0.03,"$6,582.00",3.1,Chicago,German,750,5588,7,Health & Wellness,2021-07-13
560,Innovate Industries,Email,All Ages,"60 days",Google Ads,0.1,"$16,574.00",4.82,Miami,English,260,2996,10,Fashionistas,2021-07-14
561,TechCorp,Email,All Ages,"60 days",Email,0.1,"$18,996.00",3.12,Los Angeles,Spanish,890,8676,4,Health & Wellness,2021-07-15
562,Alpha Innovations,Influencer,Women 25-34,"30 days",Instagram,0.12,"$13,107.00",4.87,Miami,German,340,6394,2,Tech Enthusiasts,2021-07-16
563,Alpha Innovations,Influencer,Men 25-34,"15 days",Website,0.09,"$5,801.00",7.42,New York,French,714,2288,2,Health & Wellness,2021-07-17
564,TechCorp,Influencer,Men 18-24,"15 days",Google Ads,0.09,"$8,660.00",6.38,Los Angeles,Spanish,172,9548,2,Outdoor Adventurers,2021-07-18
565,Innovate Industries,Display,Women 35-44,"30 days",Website,0.13,"$9,283.00",2.18,Houston,Spanish,363,6711,1,Health & Wellness,2021-07-19
566,Alpha Innovations,Influencer,All Ages,"60 days",Instagram,0.1,"$12,002.00",6.53,Houston,German,876,6554,7,Health & Wellness,2021-07-20
567,NexGen Systems,Display,All Ages,"15 days",Website,0.08,"$12,929.00",4.64,Los Angeles,Spanish,605,4566,7,Tech Enthusiasts,2021-07-21
568,TechCorp,Search,Men 25-34,"45 days",Google Ads,0.12,"$16,013.00",4.75,Chicago,German,727,1353,9,Outdoor Adventurers,2021-07-22
569,Alpha Innovations,Search,All Ages,"15 days",Google Ads,0.08,"$6,640.00",4.53,Miami,English,508,2900,6,Outdoor Adventurers,2021-07-23
570,DataTech Solutions,Email,Men 25-34,"60 days",Instagram,0.05,"$12,075.00",2.84,Houston,Mandarin,261,8859,3,Outdoor Adventurers,2021-07-24
571,Alpha Innovations,Email,All Ages,"60 days",Google Ads,0.12,"$5,236.00",6.38,Miami,Spanish,444,4623,10,Foodies,2021-07-25
572,NexGen Systems,Social Media,All Ages,"45 days",Google Ads,0.13,"$18,195.00",6.35,Chicago,English,629,2473,10,Health & Wellness,2021-07-26
573,DataTech Solutions,Social Media,Women 35-44,"60 days",YouTube,0.06,"$12,557.00",6.76,Houston,English,348,5800,6,Health & Wellness,2021-07-27
574,TechCorp,Social Media,Women 35-44,"30 days",Email,0.04,"$12,024.00",7.03,Miami,English,971,7660,3,Health & Wellness,2021-07-28
575,NexGen Systems,Influencer,Men 25-34,"15 days",Facebook,0.08,"$13,831.00",5.76,Los Angeles,French,133,2508,6,Fashionistas,2021-07-29
576,NexGen Systems,Display,All Ages,"15 days",Instagram,0.04,"$14,207.00",2.87,Houston,English,952,7391,10,Outdoor Adventurers,2021-07-30
577,Innovate Industries,Email,Men 18-24,"45 days",Instagram,0.14,"$10,698.00",5.45,Houston,Spanish,593,8788,8,Tech Enthusiasts,2021-07-31
578,NexGen Systems,Display,All Ages,"60 days",Google Ads,0.02,"$7,321.00",2.21,Chicago,English,897,5065,9,Health & Wellness,2021-08-01
579,TechCorp,Email,Women 25-34,"30 days",Email,0.12,"$5,070.00",3.7,New York,German,934,3769,4,Tech Enthusiasts,2021-08-02
580,Innovate Industries,Email,Men 25-34,"45 days",Website,0.09,"$8,417.00",7.54,Miami,English,594,8142,3,Health & Wellness,2021-08-03
581,DataTech Solutions,Social Media,Men 18-24,"15 days",Email,0.09,"$12,149.00",7.66,Chicago,Mandarin,155,1790,2,Outdoor Adventurers,2021-08-04
582,Alpha Innovations,Influencer,Men 25-34,"60 days",Instagram,0.05,"$18,733.00",2.55,Los Angeles,French,213,4768,3,Outdoor Adventurers,2021-08-05
583,TechCorp,Influencer,Men 25-34,"45 days",Google Ads,0.13,"$13,282.00",5.03,Los Angeles,English,433,6849,9,Health & Wellness,2021-08-06
584,TechCorp,Search,Women 25-34,"15 days",Website,0.07,"$5,027.00",6.02,Los Angeles,Mandarin,956,3644,9,Tech Enthusiasts,2021-08-07
585,DataTech Solutions,Social Media,Men 18-24,"15 days",Facebook,0.14,"$14,540.00",5.97,Chicago,Spanish,454,4981,6,Tech Enthusiasts,2021-08-08
586,DataTech Solutions,Search,All Ages,"15 days",Email,0.08,"$10,905.00",3.97,Los Angeles,English,392,8196,1,Health & Wellness,2021-08-09
587,DataTech Solutions,Display,Women 25-34,"60 days",Website,0.06,"$16,970.00",7.05,Houston,English,305,6899,3,Health & Wellness,2021-08-10
588,DataTech Solutions,Email,Men 25-34,"60 days",Google Ads,0.05,"$14,910.00",5.27,Chicago,Spanish,187,8782,2,Outdoor Adventurers,2021-08-11
589,TechCorp,Email,All Ages,"45 days",YouTube,0.09,"$12,528.00",6.38,Houston,Mandarin,607,6861,7,Foodies,2021-08-12
590,NexGen Systems,Email,Men 25-34,"15 days",YouTube,0.04,"$18,796.00",6.2,New York,German,530,3022,5,Fashionistas,2021-08-13
591,DataTech Solutions,Social Media,All Ages,"60 days",Email,0.09,"$14,635.00",2.71,Miami,French,177,2151,10,Foodies,2021-08-14
592,DataTech Solutions,Display,Men 25-34,"60 days",YouTube,0.02,"$8,562.00",7.83,Houston,German,117,9814,3,Tech Enthusiasts,2021-08-15
593,TechCorp,Social Media,Men 25-34,"60 days",Instagram,0.08,"$18,690.00",5.47,Miami,Mandarin,598,5556,8,Outdoor Adventurers,2021-08-16
594,Innovate Industries,Email,Women 35-44,"30 days",Website,0.12,"$11,229.00",7.0,Los Angeles,French,145,1535,8,Fashionistas,2021-08-17
595,Alpha Innovations,Influencer,All Ages,"45 days",YouTube,0.03,"$8,633.00",4.47,Los Angeles,French,819,5487,8,Fashionistas,2021-08-18
596,DataTech Solutions,Display,Women 35-44,"30 days",Instagram,0.02,"$11,529.00",2.43,Los Angeles,Mandarin,881,2105,4,Outdoor Adventurers,2021-08-19
597,Alpha Innovations,Influencer,All Ages,"30 days",Website,0.02,"$13,763.00",3.87,New York,English,626,5983,3,Outdoor Adventurers,2021-08-20
598,TechCorp,Social Media,All Ages,"30 days",Google Ads,0.08,"$13,348.00",5.08,Miami,French,303,5330,7,Tech Enthusiasts,2021-08-21
599,TechCorp,Influencer,Men 18-24,"45 days",Email,0.1,"$17,808.00",5.38,Chicago,Mandarin,667,8500,6,Tech Enthusiasts,2021-08-22
600,DataTech Solutions,Influencer,Men 18-24,"30 days",YouTube,0.12,"$5,680.00",6.01,Chicago,English,209,8713,7,Fashionistas,2021-08-23
601,Innovate Industries,Social Media,Women 25-34,"45 days",Email,0.04,"$9,893.00",6.7,Los Angeles,French,425,3307,5,Tech Enthusiasts,2021-08-24
602,TechCorp,Social Media,Men 25-34,"30 days",Google Ads,0.02,"$18,741.00",2.01,Miami,German,438,6714,7,Tech Enthusiasts,2021-08-25
603,TechCorp,Social Media,Men 18-24,"45 days",Facebook,0.09,"$13,305.00",2.94,Houston,English,722,6088,9,Outdoor Adventurers,2021-08-26
604,NexGen Systems,Social Media,Men 25-34,"45 days",Facebook,0.04,"$16,791.00",6.45,New York,French,803,9693,5,Foodies,2021-08-27
605,TechCorp,Search,Men 18-24,"15 days",Google Ads,0.01,"$7,349.00",7.84,Los Angeles,English,434,1064,2,Health & Wellness,2021-08-28
606,DataTech Solutions,Email,All Ages,"30 days",Website,0.02,"$15,672.00",3.2,New York,German,609,1193,7,Fashionistas,2021-08-29
607,NexGen Systems,Search,All Ages,"60 days",Instagram,0.02,"$15,366.00",6.98,Miami,English,866,5856,9,Health & Wellness,2021-08-30
608,TechCorp,Search,Men 25-34,"30 days",Website,0.06,"$8,497.00",6.7,Chicago,French,574,1948,10,Fashionistas,2021-08-31
609,TechCorp,Social Media,Women 35-44,"15 days",Email,0.07,"$10,770.00",5.86,Miami,Mandarin,954,6924,4,Tech Enthusiasts,2021-09-01
610,DataTech Solutions,Display,All Ages,"15 days",Facebook,0.06,"$5,325.00",5.01,Chicago,French,960,2859,8,Health & Wellness,2021-09-02
611,Alpha Innovations,Email,Women 25-34,"45 days",Google Ads,0.04,"$8,772.00",6.85,Los Angeles,Spanish,584,7334,2,Health & Wellness,2021-09-03
612,Alpha Innovations,Email,Men 18-24,"15 days",Website,0.11,"$10,653.00",3.95,Miami,Spanish,670,2367,2,Fashionistas,2021-09-04
613,TechCorp,Social Media,All Ages,"45 days",YouTube,0.02,"$9,676.00",7.52,New York,German,575,9944,2,Outdoor Adventurers,2021-09-05
614,Alpha Innovations,Display,Men 18-24,"45 days",Instagram,0.13,"$11,347.00",3.1,Houston,Spanish,430,7632,2,Tech Enthusiasts,2021-09-06
615,DataTech Solutions,Influencer,Men 18-24,"15 days",Instagram,0.02,"$9,661.00",6.68,New York,German,690,4424,3,Tech Enthusiasts,2021-09-07
616,TechCorp,Influencer,Men 25-34,"15 days",Facebook,0.05,"$17,881.00",6.01,Los Angeles,English,289,7005,8,Foodies,2021-09-08
617,NexGen Systems,Search,Women 25-34,"30 days",YouTube,0.06,"$17,440.00",6.66,Miami,English,140,7641,8,Foodies,2021-09-09
618,TechCorp,Display,Men 18-24,"30 days",Website,0.08,"$7,053.00",7.12,Chicago,French,492,1731,8,Tech Enthusiasts,2021-09-10
619,TechCorp,Influencer,All Ages,"45 days",Google Ads,0.14,"$7,803.00",6.58,New York,English,533,5832,2,Foodies,2021-09-11
620,Alpha Innovations,Social Media,Women 35-44,"45 days",Instagram,0.11,"$6,994.00",3.89,Miami,Spanish,816,8407,8,Tech Enthusiasts,2021-09-12
621,NexGen Systems,Influencer,Women 25-34,"45 days",Instagram,0.14,"$18,943.00",7.01,Los Angeles,German,607,6262,9,Tech Enthusiasts,2021-09-13
622,TechCorp,Email,Women 35-44,"15 days",Website,0.11,"$7,562.00",4.04,Miami,English,670,8428,8,Tech Enthusiasts,2021-09-14
623,Alpha Innovations,Email,All Ages,"15 days",Email,0.09,"$7,740.00",7.54,Chicago,Spanish,899,5144,6,Tech Enthusiasts,2021-09-15
624,Alpha Innovations,Social Media,All Ages,"15 days",Facebook,0.11,"$11,783.00",3.07,Miami,Spanish,836,4782,7,Foodies,2021-09-16
625,DataTech Solutions,Social Media,All Ages,"15 days",Website,0.02,"$12,132.00",5.25,Houston,Spanish,435,1192,10,Outdoor Adventurers,2021-09-17
626,TechCorp,Search,Men 25-34,"30 days",YouTube,0.14,"$5,430.00",3.12,New York,French,214,3572,8,Tech Enthusiasts,2021-09-18
627,Alpha Innovations,Search,All Ages,"30 days",Email,0.05,"$12,047.00",6.47,Chicago,Mandarin,441,5779,3,Tech Enthusiasts,2021-09-19
628,NexGen Systems,Social Media,Men 18-24,"60 days",Instagram,0.05,"$15,691.00",7.06,Miami,French,238,3959,1,Tech Enthusiasts,2021-09-20
629,NexGen Systems,Email,Women 25-34,"45 days",Facebook,0.1,"$15,132.00",4.96,Miami,Mandarin,129,9551,7,Foodies,2021-09-21
630,Innovate Industries,Email,Women 35-44,"15 days",YouTube,0.11,"$13,380.00",6.12,Houston,German,173,4397,3,Outdoor Adventurers,2021-09-22
631,DataTech Solutions,Influencer,All Ages,"15 days",YouTube,0.01,"$5,770.00",2.43,Los Angeles,French,308,3307,5,Tech Enthusiasts,2021-09-23
632,NexGen Systems,Influencer,Men 18-24,"45 days",Email,0.13,"$8,500.00",2.67,New York,German,712,4849,1,Foodies,2021-09-24
633,TechCorp,Email,Men 25-34,"15 days",Google Ads,0.13,"$18,453.00",4.76,Miami,Mandarin,187,5032,10,Fashionistas,2021-09-25
634,NexGen Systems,Social Media,Men 18-24,"30 days",Facebook,0.02,"$19,030.00",5.63,Miami,German,825,6146,2,Fashionistas,2021-09-26
635,Alpha Innovations,Search,Men 18-24,"60 days",Instagram,0.14,"$9,833.00",2.46,Chicago,Mandarin,131,9105,10,Fashionistas,2021-09-27
636,NexGen Systems,Email,All Ages,"45 days",Website,0.04,"$11,581.00",4.25,Miami,French,903,9090,2,Health & Wellness,2021-09-28
637,Alpha Innovations,Search,All Ages,"45 days",Google Ads,0.04,"$12,573.00",4.41,Miami,French,483,9896,3,Outdoor Adventurers,2021-09-29
638,Innovate Industries,Search,All Ages,"30 days",Google Ads,0.07,"$9,517.00",4.18,Houston,Spanish,794,9710,8,Tech Enthusiasts,2021-09-30
639,TechCorp,Search,Men 18-24,"45 days",Facebook,0.12,"$7,672.00",3.55,Houston,French,344,6487,4,Fashionistas,2021-10-01
640,Alpha Innovations,Email,Men 25-34,"45 days",Email,0.03,"$10,127.00",7.04,Miami,German,938,9741,2,Tech Enthusiasts,2021-10-02
641,Innovate Industries,Social Media,All Ages,"45 days",Email,0.14,"$16,265.00",4.22,New York,English,588,5299,6,Fashionistas,2021-10-03
642,NexGen Systems,Influencer,All Ages,"15 days",Email,0.08,"$12,399.00",3.65,Chicago,French,423,7396,9,Tech Enthusiasts,2021-10-04
643,Innovate Industries,Social Media,Men 18-24,"15 days",Google Ads,0.06,"$10,179.00",5.29,Miami,Spanish,102,4930,8,Fashionistas,2021-10-05
644,Alpha Innovations,Social Media,Men 25-34,"30 days",YouTube,0.02,"$18,123.00",3.83,Houston,English,307,1468,10,Fashionistas,2021-10-06
645,NexGen Systems,Influencer,Men 25-34,"60 days",Email,0.05,"$5,481.00",4.71,Miami,German,496,9383,3,Fashionistas,2021-10-07
646,Innovate Industries,Email,Women 25-34,"60 days",Facebook,0.13,"$18,673.00",6.04,Houston,French,964,3756,5,Foodies,2021-10-08
647,DataTech Solutions,Social Media,Women 25-34,"30 days",Google Ads,0.1,"$16,853.00",4.2,Los Angeles,French,174,9853,10,Outdoor Adventurers,2021-10-09
648,NexGen Systems,Influencer,Women 25-34,"60 days",Google Ads,0.14,"$18,729.00",2.65,Houston,French,373,6003,2,Foodies,2021-10-10
649,Innovate Industries,Email,Women 35-44,"15 days",Facebook,0.09,"$8,832.00",6.62,Miami,German,268,9943,1,Outdoor Adventurers,2021-10-11
650,Innovate Industries,Email,Women 25-34,"60 days",Google Ads,0.12,"$11,318.00",4.56,Chicago,Spanish,177,6571,10,Outdoor Adventurers,2021-10-12
651,DataTech Solutions,Display,All Ages,"30 days",Facebook,0.08,"$8,396.00",7.53,New York,German,345,5864,7,Fashionistas,2021-10-13
652,NexGen Systems,Display,All Ages,"30 days",Email,0.09,"$16,132.00",4.4,Houston,German,205,2828,1,Fashionistas,2021-10-14
653,Innovate Industries,Social Media,Men 18-24,"15 days",YouTube,0.11,"$8,972.00",7.75,Houston,English,963,3148,6,Fashionistas,2021-10-15
654,DataTech Solutions,Search,Women 35-44,"30 days",Facebook,0.01,"$6,117.00",2.75,Los Angeles,French,754,5592,5,Outdoor Adventurers,2021-10-16
655,DataTech Solutions,Email,All Ages,"60 days",YouTube,0.08,"$8,036.00",4.14,Houston,French,304,8555,6,Tech Enthusiasts,2021-10-17
656,Innovate Industries,Influencer,All Ages,"60 days",Instagram,0.08,"$6,987.00",4.06,Chicago,Spanish,212,9956,6,Fashionistas,2021-10-18
657,Innovate Industries,Influencer,All Ages,"30 days",Instagram,0.06,"$6,760.00",7.88,Los Angeles,Spanish,322,1804,2,Fashionistas,2021-10-19
658,Alpha Innovations,Influencer,Women 25-34,"15 days",Website,0.03,"$13,907.00",6.77,Miami,German,563,8425,3,Health & Wellness,2021-10-20
659,DataTech Solutions,Search,Women 35-44,"60 days",Facebook,0.12,"$19,441.00",3.91,Houston,English,187,4482,8,Outdoor Adventurers,2021-10-21
660,DataTech Solutions,Social Media,Men 25-34,"45 days",Website,0.13,"$10,535.00",2.91,Los Angeles,German,334,9784,5,Foodies,2021-10-22
661,Innovate Industries,Influencer,Men 18-24,"30 days",Facebook,0.11,"$7,254.00",5.04,Chicago,German,302,9367,9,Fashionistas,2021-10-23
662,DataTech Solutions,Email,Men 18-24,"15 days",Google Ads,0.05,"$17,392.00",2.39,Houston,French,628,7721,4,Tech Enthusiasts,2021-10-24
663,DataTech Solutions,Influencer,Men 25-34,"15 days",Email,0.14,"$11,298.00",5.46,Los Angeles,English,521,8717,1,Outdoor Adventurers,2021-10-25
664,TechCorp,Social Media,Men 18-24,"45 days",Google Ads,0.08,"$11,082.00",5.4,Chicago,French,464,3353,3,Foodies,2021-10-26
665,TechCorp,Display,Women 35-44,"60 days",Facebook,0.11,"$18,746.00",4.84,New York,English,903,3552,10,Tech Enthusiasts,2021-10-27
666,Innovate Industries,Social Media,All Ages,"30 days",YouTube,0.13,"$13,923.00",7.28,Los Angeles,French,176,8629,3,Tech Enthusiasts,2021-10-28
667,TechCorp,Influencer,Women 35-44,"30 days",Email,0.1,"$18,157.00",5.3,Miami,French,190,6917,7,Tech Enthusiasts,2021-10-29
668,Innovate Industries,Search,Men 18-24,"30 days",Website,0.15,"$6,920.00",7.09,Miami,Mandarin,942,9530,2,Health & Wellness,2021-10-30
669,Alpha Innovations,Influencer,Women 35-44,"15 days",Google Ads,0.07,"$17,162.00",7.43,Chicago,Spanish,912,1209,3,Foodies,2021-10-31
670,TechCorp,Email,All Ages,"30 days",YouTube,0.11,"$12,918.00",3.84,Miami,French,694,3157,2,Fashionistas,2021-11-01
671,TechCorp,Influencer,Men 18-24,"45 days",Facebook,0.03,"$9,323.00",2.13,Los Angeles,French,118,6439,6,Outdoor Adventurers,2021-11-02
672,NexGen Systems,Influencer,Women 25-34,"30 days",Email,0.14,"$9,800.00",4.74,Los Angeles,French,448,1895,5,Tech Enthusiasts,2021-11-03
673,TechCorp,Display,Women 25-34,"15 days",Facebook,0.15,"$16,870.00",7.83,Chicago,Mandarin,728,1636,2,Tech Enthusiasts,2021-11-04
674,NexGen Systems,Social Media,Women 25-34,"30 days",Instagram,0.13,"$6,312.00",4.62,Chicago,Mandarin,208,8837,7,Foodies,2021-11-05
675,Alpha Innovations,Influencer,All Ages,"60 days",Facebook,0.14,"$7,239.00",3.16,New York,English,640,3565,1,Health & Wellness,2021-11-06
676,NexGen Systems,Email,Women 35-44,"15 days",Email,0.03,"$19,021.00",4.19,Miami,Mandarin,371,9059,9,Outdoor Adventurers,2021-11-07
677,Innovate Industries,Influencer,Women 25-34,"15 days",Email,0.05,"$10,549.00",5.73,New York,Spanish,106,7954,9,Tech Enthusiasts,2021-11-08
678,Innovate Industries,Social Media,Men 18-24,"30 days",Email,0.02,"$6,813.00",3.63,Chicago,Mandarin,612,2006,6,Outdoor Adventurers,2021-11-09
679,TechCorp,Influencer,All Ages,"30 days",Email,0.14,"$12,425.00",4.22,Los Angeles,Mandarin,782,6136,9,Health & Wellness,2021-11-10
680,NexGen Systems,Email,Women 25-34,"30 days",Email,0.14,"$17,496.00",2.06,Chicago,Spanish,532,7955,10,Outdoor Adventurers,2021-11-11
681,NexGen Systems,Influencer,Women 25-34,"30 days",Website,0.11,"$8,735.00",3.27,Miami,Mandarin,971,7554,5,Fashionistas,2021-11-12
682,Innovate Industries,Social Media,Men 18-24,"60 days",Facebook,0.07,"$8,857.00",5.67,Houston,Mandarin,311,8472,2,Tech Enthusiasts,2021-11-13
683,TechCorp,Social Media,Men 18-24,"15 days",Google Ads,0.03,"$12,375.00",7.25,Miami,Mandarin,444,7130,9,Tech Enthusiasts,2021-11-14
684,NexGen Systems,Influencer,All Ages,"45 days",Facebook,0.04,"$15,892.00",7.18,Los Angeles,Mandarin,729,3777,5,Tech Enthusiasts,2021-11-15
685,NexGen Systems,Search,Women 25-34,"60 days",Google Ads,0.02,"$8,066.00",6.61,Houston,Spanish,409,1883,3,Fashionistas,2021-11-16
686,NexGen Systems,Display,Women 35-44,"60 days",YouTube,0.1,"$11,101.00",4.88,New York,English,183,3224,6,Fashionistas,2021-11-17
687,DataTech Solutions,Social Media,Men 18-24,"15 days",Google Ads,0.11,"$11,263.00",2.92,New York,Mandarin,932,5532,6,Tech Enthusiasts,2021-11-18
688,NexGen Systems,Social Media,Women 35-44,"15 days",Google Ads,0.13,"$17,126.00",5.83,Houston,Mandarin,549,6614,8,Foodies,2021-11-19
689,DataTech Solutions,Social Media,Men 18-24,"30 days",Google Ads,0.1,"$19,313.00",7.21,Los Angeles,French,280,6300,3,Foodies,2021-11-20
690,NexGen Systems,Search,Women 35-44,"30 days",Email,0.07,"$14,499.00",5.59,Los Angeles,German,264,8994,6,Outdoor Adventurers,2021-11-21
691,NexGen Systems,Search,Men 18-24,"60 days",Instagram,0.14,"$12,109.00",4.46,Chicago,German,864,3535,6,Outdoor Adventurers,2021-11-22
692,TechCorp,Influencer,Men 25-34,"45 days",Website,0.05,"$12,915.00",4.5,Miami,Mandarin,892,9877,9,Foodies,2021-11-23
693,NexGen Systems,Social Media,Men 18-24,"45 days",Facebook,0.03,"$10,972.00",2.2,Miami,English,173,6960,2,Outdoor Adventurers,2021-11-24
694,TechCorp,Display,Men 18-24,"60 days",Google Ads,0.04,"$17,146.00",4.22,Chicago,English,763,7841,5,Fashionistas,2021-11-25
695,Innovate Industries,Display,Women 25-34,"15 days",YouTube,0.11,"$16,826.00",5.39,Los Angeles,English,984,1672,10,Foodies,2021-11-26
696,Innovate Industries,Email,All Ages,"30 days",Instagram,0.02,"$19,876.00",2.41,Chicago,Mandarin,866,3988,5,Health & Wellness,2021-11-27
697,DataTech Solutions,Social Media,Women 25-34,"30 days",Google Ads,0.11,"$10,029.00",7.96,New York,English,301,8024,5,Foodies,2021-11-28
698,DataTech Solutions,Influencer,Men 25-34,"30 days",Instagram,0.14,"$11,064.00",3.24,Los Angeles,French,661,2351,10,Tech Enthusiasts,2021-11-29
699,Innovate Industries,Display,Men 18-24,"15 days",Google Ads,0.15,"$6,504.00",6.7,Houston,English,123,9300,6,Tech Enthusiasts,2021-11-30
700,Alpha Innovations,Influencer,Men 18-24,"60 days",YouTube,0.06,"$19,844.00",5.01,Los Angeles,Mandarin,693,1242,4,Foodies,2021-12-01
701,Alpha Innovations,Influencer,All Ages,"45 days",YouTube,0.04,"$12,443.00",3.05,New York,English,186,1782,6,Foodies,2021-12-02
702,NexGen Systems,Display,Women 35-44,"30 days",Instagram,0.12,"$5,864.00",3.85,Chicago,Spanish,201,5840,8,Tech Enthusiasts,2021-12-03
703,Alpha Innovations,Social Media,All Ages,"60 days",YouTube,0.01,"$14,556.00",4.97,Los Angeles,Mandarin,993,2146,8,Health & Wellness,2021-12-04
704,TechCorp,Social Media,Men 25-34,"15 days",Google Ads,0.12,"$15,732.00",5.85,New York,German,591,4368,8,Outdoor Adventurers,2021-12-05
705,TechCorp,Influencer,Men 25-34,"30 days",Google Ads,0.1,"$7,257.00",4.42,Houston,Spanish,211,8406,10,Health & Wellness,2021-12-06
706,TechCorp,Display,All Ages,"60 days",Email,0.01,"$8,413.00",4.52,New York,Mandarin,618,8242,7,Health & Wellness,2021-12-07
707,Alpha Innovations,Email,Men 25-34,"15 days",Instagram,0.13,"$15,437.00",5.3,New York,German,507,7161,10,Foodies,2021-12-08
708,Innovate Industries,Social Media,Women 35-44,"15 days",YouTube,0.06,"$18,666.00",4.57,New York,English,945,7815,6,Health & Wellness,2021-12-09
709,Innovate Industries,Display,Men 25-34,"15 days",Website,0.12,"$7,595.00",6.41,Miami,Spanish,369,2900,8,Tech Enthusiasts,2021-12-10
710,TechCorp,Email,Men 25-34,"30 days",YouTube,0.11,"$6,113.00",7.76,Chicago,English,652,6740,4,Foodies,2021-12-11
711,DataTech Solutions,Email,Women 35-44,"15 days",YouTube,0.12,"$11,708.00",2.19,Los Angeles,French,574,8846,7,Foodies,2021-12-12
712,DataTech Solutions,Display,Men 18-24,"60 days",Instagram,0.14,"$14,993.00",7.12,Los Angeles,Spanish,858,3587,7,Foodies,2021-12-13
713,NexGen Systems,Influencer,Men 18-24,"60 days",Email,0.09,"$8,801.00",7.14,Los Angeles,Mandarin,131,1992,7,Health & Wellness,2021-12-14
714,DataTech Solutions,Influencer,Men 18-24,"15 days",Email,0.15,"$17,067.00",3.37,New York,English,629,2321,5,Tech Enthusiasts,2021-12-15
715,Alpha Innovations,Display,Men 18-24,"15 days",Facebook,0.13,"$7,268.00",5.73,New York,English,856,7009,1,Outdoor Adventurers,2021-12-16
716,Innovate Industries,Display,Men 18-24,"15 days",Email,0.04,"$6,091.00",3.53,Los Angeles,French,940,1128,4,Outdoor Adventurers,2021-12-17
717,TechCorp,Search,All Ages,"45 days",YouTube,0.06,"$5,960.00",7.78,Houston,German,400,9553,7,Tech Enthusiasts,2021-12-18
718,DataTech Solutions,Influencer,Women 25-34,"30 days",Instagram,0.13,"$7,382.00",2.28,Houston,German,678,6349,7,Tech Enthusiasts,2021-12-19
719,NexGen Systems,Social Media,Men 25-34,"30 days",Instagram,0.14,"$7,184.00",2.42,Chicago,French,525,7470,8,Fashionistas,2021-12-20
720,NexGen Systems,Influencer,Women 35-44,"30 days",YouTube,0.14,"$15,462.00",4.38,Houston,German,722,9428,1,Outdoor Adventurers,2021-12-21
721,DataTech Solutions,Search,Men 25-34,"45 days",Google Ads,0.03,"$19,773.00",4.28,Miami,English,243,6215,3,Fashionistas,2021-12-22
722,Innovate Industries,Display,Men 25-34,"15 days",Website,0.13,"$11,738.00",5.92,Los Angeles,German,628,7525,9,Tech Enthusiasts,2021-12-23
723,DataTech Solutions,Influencer,Women 35-44,"30 days",Email,0.1,"$13,594.00",6.62,Los Angeles,French,300,7244,6,Outdoor Adventurers,2021-12-24
724,TechCorp,Social Media,Men 18-24,"45 days",Facebook,0.04,"$11,047.00",5.65,Houston,French,427,6252,7,Foodies,2021-12-25
725,TechCorp,Social Media,All Ages,"60 days",Facebook,0.03,"$7,319.00",6.04,Houston,French,269,3575,2,Health & Wellness,2021-12-26
726,Alpha Innovations,Display,Women 25-34,"45 days",Website,0.05,"$19,697.00",3.25,Los Angeles,French,398,5910,7,Health & Wellness,2021-12-27
